ï»¿Event Name,Event Date and Time,Event Type Name,Location,Start Date,Registration begins on,Registration ends on,Description,Employer Name,student_id
UNICC Think-a-Thon Information Session,"05/25/2022, 12:00PM EDT - 1:00PM EDT",Other,Virtual,"05/25/2022, 12:00PM EDT",,,Registration Required on Engage -Â https://spscolumbia.campusgroups.com/CDL/rsvp_boot?id=1602152The Columbia University School of Professional Studies is partnering with the United Nations International Computing Centre (UNICC) to bring students and alumni together to help advance human welfare and confront some ofthe great challenges of our time.Â We invite students and alumni of Columbia University along with their teams to join the UNICC & Columbia SPS Think-A-Thon to propose solutions that advance the17 Sustainable Development Goals (SDGs).Â Join the CDL team and former Think-A-Thon Winners to learn more about the competition and how to participate.Â ,,"['tk2172' 'fg8413' 'nd9804' 'mb1024' 'ds9935' 'ab2791' 'jc8518' 'ct7496'
 'jh4892' 'fd5383' 'lb9353' 'vl3100' 'mm9430' 'av7899' 'sk5746' 'rd6233'
 'kd4383' 'qf2235' 'ab2791' 'bg7620' 'kg4100' 'cm4080' 'rb5485' 'cm7140'
 'vc1713' 'bh6361' 'cf3847' 'ab1587' 'cd3688' 'gw6389' 'lf4312' 'cr2972'
 'am2193' 'hv6027' 'ak6805' 'vj3465' 'bg7852' 'at7636' 'mg4811' 'rt5748'
 'rc5362' 'cc4393' 'cb1819' 'nd8806' 'im9432' 'nl6747' 'da8685' 'cs5828'
 'hg8958' 'mg9306' 'pv6010' 'ul9851' 'rb5485' 'gn6268' 'gd5734' 'qt7012'
 'sb3699' 'hm4038' 'jr3390' 'sp9153' 'kd9205' 'ap3447' 'rm4797' 'lk9334'
 'ls3242' 'kr5967' 'mg9306' 'js2989' 'sr2627' 'rf7418' 'vr7075' 'gl1533'
 'kl8101' 'dk6521' 'bo7390' 'lm1004' 'pl1300' 'dl7353' 'nl4174' 'am3935'
 'gm8749' 'sh6609' 'kb5221' 'et8276' 'vc1713' 'ls2770' 'ef2973' 'jm4007'
 'do4984' 'yg5553' 'wt5528' 'bh9451' 'ng3472' 'pj2704' 'kp5867' 'bs8262'
 'tp7672' 'ps4191']"
United Nations International Computing Centre THINK-A-THON Information Session,"05/25/2022, 12:00PM EDT - 1:00PM EDT",Employer Information Session,Virtual,"05/25/2022, 12:00PM EDT",,,THIS EVENT HAD 70 REGISTRANTS AND HOSTED ON SPS ENGAGE.Â Attend the Think-A-Thon information session and meet former winners to learn more about how to participate! The challenge offers a grand prize of $25k with an opportunity to be mentored by the United Nations subject-matter-experts. Come prepared to have your questions answered by Think-a-Thon trailblazers!Â The event will take place on May 25th from 12:00 - 1:00 ET. The registration is now open.Â ,,"['cf3122' 'fb6421' 'gb8819' 'pg3091' 'kz5227' 'bs6078' 'dj5391' 'fd4197'
 'wm8243' 'vs2866' 'bs8262' 'al9719' 'wp8855' 'ht6224' 'ly5500' 'rp3484'
 'sd8809' 'pm5617' 'ga2856' 'sr2627' 'gl1533' 'tt3916' 'et8328' 'sw2577'
 'lk4353' 'cd5508' 'tl1333' 'ch5434' 'mt8122' 'jd7256' 'dg5482' 'ab5741'
 'bb5081' 'ar7443' 'sw3803' 'le6070' 'mh2321' 'aj7909' 'cr8311' 'bh3503'
 'rh8265' 'tm1718' 'wg2330' 'cm3367' 'bh3503' 'pb3354' 'ac8242' 'cm3550'
 'bf5294' 'ab1587' 'hf9126' 'cw7157' 'ad5003' 'ch9182' 'ew2423' 'av3800'
 'mm7421' 'sb3699' 'mc3125' 'lb9175']"
Canada Tech Virtual Career Fair,"05/24/2022, 6:00PM EDT - 8:00PM EDT",Career & Networking Fair,Virtual,"05/24/2022, 6:00PM EDT",,,"Canada welcomes technology degree holders from around the world!Â Meet representatives of leading Canada-based companies interested in recruiting international workers in tech fields for job openings.Â Students with work experience in the following tech fields are strongly encouraged to participate:Â engineersprogrammerssoftware developersgeophysicistssystems administratorsÂ Participating companies include: British Columbia Lottery Corporation (BCLC), Ideon Technologies, Diversio, Snowed in Studios and Neo Financial.Register here:Â https://rsvp.theworldsbest.events/_kp33d",Canada Tech Virtual Career Fair,"['dm3113' 'lm4960' 'jm3528' 'bw9557' 'ee9788' 'mb4567' 'hb8968' 'bm1306'
 'cm7140' 'cb9629' 'is2604' 'aq2975' 'df8875' 'bf6339' 'fr9097' 'pb3504'
 'bd9676' 'zm8614' 'ko4589' 'gj8315' 'km1655' 'zt7647' 'jp9032' 'gu4591'
 'bh6361' 'jm5268' 'hu4048' 'kk4380' 'rb4786' 'sp9153' 'fa6739' 'js6273'
 'nd9804' 'em1580' 'by5205' 'sl4152' 'yg2691' 'jc6043' 'tw3253' 'cb5346'
 'tc8127' 'ed1553' 'sd6289' 'hh1952' 'fs8890' 'ps4191' 'cs2939' 'as8601'
 'ke8452' 'dc7815' 'tf5214' 'ad4252' 'mc5672' 'ss1349' 'pv1762' 'hm4038'
 'gh2002' 'ac9121' 'ph2994' 'bm1306' 'zm8614' 'xw1668' 'jm3633' 'gb8369'
 'mk5978' 'sm1218' 'td6442' 'cb8371' 'jw1927' 'gj8315' 'rb5061' 'ds8894'
 'lm7331' 'do4984' 'df8875' 'sw2577' 'fc1329' 'td7910' 'ml1155' 'ko6847'
 'km9311' 'md5427' 'mo4451' 'fd8837' 'bw7350' 'di3815' 'vr6922' 'yg2691'
 'ph2994' 'hb8968' 'tc1032' 'cd2265' 'ml1453' 'mg9306' 'sk5746' 'ds7162'
 'sm2208' 'wp2801' 'kh4216' 'bs8262' 'rb4044' 'qf2235' 'am6110' 'rj4734'
 'if4314' 'ca8200' 'rt5748' 'em1580' 'as8601' 'eh8783' 'bg7852' 'bj1369'
 'fg8413' 'ab6895' 'hg8958' 'nd8806' 'kh4056' 'gn6268' 'ur7057' 'mm9845'
 'rc5362' 'ah7718' 'rb4786' 'jr3390' 'cw4494' 'pb2745' 'hb3161' 'ht1897'
 'pp3044' 'ag6037' 'yt2688' 'js9832' 'gc9391' 'ta2546' 'dp1899' 'mr6373'
 'mv6768' 'mk5978' 'cd4067' 'cf7034' 'pg9166' 'jw1927' 'ae1847' 'sh6609'
 'ms8283' 'ap1548' 'nk8522' 'el5169' 'rh5818' 'rj5787' 'hh1952' 'ab5741'
 'jw9666' 'nb7661' 'eh8783' 'vr6922' 'rk1735' 'gm6493' 'cm4080' 'rb5485'
 'cd5508' 'ks4901' 'pe1121' 'kf4649' 'ai2657' 'pj2704' 'mh2321' 'cw4494'
 'sd6289' 'ks5694' 'dg4930' 'cc8952' 'cw7157' 'lh5798' 'gc9116' 'gp8468'
 'cw7157' 'dw2733' 'ch8804' 'ag6037' 'fd8837' 'nm3403' 'dk4415' 'ls2403'
 'fr9097' 'mh3189' 'tk8377' 'bf5294' 'cj7971' 'pg9166' 'dm4770' 'kg3382'
 'hb8968' 'ja4200' 'al9719']"
LAST CHANCE to register! What can you learn from the founder of Siggi's Yogurt?,"05/17/2022, 1:00PM EDT - 2:00PM EDT",External Event,Virtual,"05/17/2022, 1:00PM EDT",,,"Join us for this FREE, online fireside chat.Â This conversation with Columbia Business School Professor Michael Mauskapf and Siggi Hilmarsson â04, Founder and Chairman of Siggiâs Yogurt, is the second in a three part series of fireside chats, powered by Columbia Business School, that examines the tactics, strategies, and processes used by some of the most successful founders in the world.Siggi will discussÂ his journey from making yogurt in his New York City kitchen to creating a household yogurt brand and eventually selling it to Lactalis, the largest dairy company in the world.Siggi Hilmarsson is the founder and chairman of Siggiâs Yogurt. He graduated from Columbia Business School in 2004, started Siggiâs in New York City in 2005 and sold it to Lactalis, the largest dairy company in the world, in 2018. He lives in NYC with his family. He still spends time on Siggiâs but is also an active early-stage investor.Michael Mauskapf is an Assistant Professor of Management at Columbia Business School. There he studies the dynamics of creativity, innovation, and success in cultural markets. His research has been published in leading academic journals and featured in a number of popular press outlets, including ABC News, BBC News, The Economist, New York Post, NPR, and Quartz. He teaches 'Foundations of Entrepreneurship' in the full-time MBA program at CBS.",TechDay,"['mv6768' 'dy6775' 'wm8243' 'jl6652' 'gg4115' 'eb6907' 'ph6551' 'af2937'
 'jc8518' 'ge1100' 'gc9116' 'sh8103' 'ab8491' 'bb1965' 'od2175' 'gw6389'
 'pd8482' 'db2113' 'sk5746' 'gj1080' 'vr6922' 'yt2688' 'od2175' 'wc8347'
 'jf1541' 'ds9555' 'rb5485' 'ms3974' 'ab6895' 'gf9718' 'hr1670' 'sd2788'
 'wm9692' 'td4217' 'fb6421' 'ef2973' 'fb6278' 'kg4100' 'gb8819' 'rb9189'
 'sr5164' 'ar7443' 'cw4494' 'rd6233' 'dg5482' 'ma5424' 'dy6775' 'to9401'
 'as5682' 'vc7541' 'bp8921' 'cj6703' 'am3935' 'gd5734' 'ce9146' 'dt2731'
 'ds5727' 'js6273' 'ml1453' 'wb7859' 'fd7751' 'ew6449' 'bs3141' 'tc1032'
 'bb1965' 'pk5663' 'gh2002' 'fd7751' 'em1580' 'cl2862' 'ca2504' 'fa6739'
 'kj6311' 'ed9006' 'jd4296' 'rs8893' 'hi2049' 'jd7256' 'ec6169' 'aw6820'
 'jp9032' 'bj1369' 'ro1106' 'gk4966' 'di3815' 'rp3484' 'lc8794' 'gr2940'
 'gw7339' 'mm9845' 'bp8921' 'ag6037' 'ww6116' 'ht2225' 'mt8122' 'jb7378'
 'hk7656' 'rb5703' 'ks9217' 'tm8816' 'ag5106' 'ah7718' 'eb3200' 'wb4981'
 'gl4274' 'ss1349' 'fb6278' 'db7191' 'yg5553' 'do4984' 'rf9701' 'wj4740'
 'cm3960' 'se1492' 'eh8783' 'md3255' 'ta9460' 'hm4225']"
Small Group Coaching for International Students,"05/17/2022, 10:30AM EDT - 11:30AM EDT",Professional Development Workshop & Program,Virtual,"05/17/2022, 10:30AM EDT","01/20/2022, 3:30PM EST","05/17/2022, 11:00AM EDT","If you are an international student and have questions about employment in the US, Visa Sponsorship, or other job-related questions, please join our Small Group Coaching Session. Attending this event is a great way to speak to a CDL Career Coach about questions you have about working in the US. You will also get to hear questions from your peers that might benefit your job search.Â ",Career Design Lab,"['ce6477' 'nd9804' 'aw4977' 'ea4743' 'jk4622' 'mg5160' 'pb2745' 'lp8018'
 'rt5748' 'js2989' 'aw4977' 'jf1541' 'ga7908' 'gg3797' 'lc4648' 'tf5214'
 'nh1923' 'bg7852' 'pw1751' 'cc7380' 'as2261']"
Celebrating Global Asian Identities,"05/09/2022, 9:00AM EDT - 7:00PM EDT",External Event,Virtual,"05/09/2022, 9:00AM EDT",,,JOIN US VIRTUALLY MAY 9 - 12DIVERSITY REBOOT SERIES 2022CELEBRATING GLOBAL ASIAN IDENTITIES,,"['bg7852' 'pr8327' 'fd8837' 'ks9217' 'mt4955' 'we1101' 'cb5346' 'ac4142'
 'bf1482' 'pg1451' 'gn6268' 'ke8452' 'td4217' 'fd5383' 'ah5912' 'mt2524'
 'pm6312' 'th7206' 'tw3942' 'eo4069' 'ad3150' 'pw1751' 'jn8938' 'mk5978'
 'cb1252' 'pb5265' 'jw9666' 'jk7773' 'ah4143' 'rk3664' 'km1655' 'bh6361'
 'wp5664' 'am2199' 'eb2184' 'ms1694' 'tg3370' 'cp6091' 'cb9629' 'hm4225'
 'mc3566' 'ar7443' 'tm1718' 'tf1475' 'bs8708' 'tc7475' 'hk5571' 'ch5716'
 'lh2710' 'eh4894' 'ab1587' 'kg3216' 'ms1308' 'cm6930' 'hu4048' 'ee9788'
 'gb3877' 'lw7591' 'gf2397' 'wp5664' 'aw6309' 'bs6078' 'sw3803' 'rc6571'
 'pf2547' 'tp8436' 'ee4189' 'ak6805' 'sr5164' 'rn3959' 'oh9585' 'ag8426'
 'kj6311' 'lw2413' 'ab5741' 'cw9406' 'mt7579' 'cd3551' 'lf8323' 'hk7656'
 'md5427' 'ck3690' 'af2937' 'md3255' 'cw9406' 'mt4757' 'jk7773' 'dr3155'
 'hm4225' 'tr1422' 'ta9460' 'mf5938' 'gm6493' 'im9432' 'bm9901' 'cw8464'
 'kg3216' 'bs4446' 'ck3690' 'wp1130' 'ed5144' 'es2810' 'ab5741' 'rs8893'
 'tt3916' 'jm3633' 'kb8618' 'ld9538' 'ac7306' 'mt7579' 'cs4092' 'ww6116'
 'rh8265' 'em1580' 'ls2169' 'fr9097' 'ce6477']"
Your Value Proposition,"05/06/2022, 2:00PM EDT - 3:00PM EDT",Professional Development Workshop & Program,Virtual,"05/06/2022, 2:00PM EDT","04/28/2022, 12:15PM EDT","05/06/2022, 1:30PM EDT",Learn how to leverage your past experience to advance your career.Â ,Career Design Lab,"['cp6091' 'tw3942' 'gf3442' 'lc8728' 'pd6560' 'mc7986' 'ls2770' 'gp6391'
 'am4999' 'sb3699' 'bw7350' 'lp8582' 'cr9771' 'dm2920' 'vb9879' 'mv6768'
 'ab5741' 'ib3297' 'rt5748' 'ls4961' 'gs1094' 'nl2180' 'ck3690' 'js2989'
 'gh2002' 'kw1833' 'db7191' 'md7856' 'td7910' 'td6442' 'iw5189' 'dv2565'
 'kl5587' 'es3931' 'hf9126' 'js1982' 'cs3440' 'pv4933' 'ap1548' 'vh6932'
 'tf7108' 'fb6278' 'av7272' 'ta2546' 'cd3551' 'pj7325' 'pb5265' 'gm6959'
 'bl1780' 'ec6124' 'ph6641' 'jc8518' 'lb9175' 'ad4252' 'vd8509' 'no8876'
 'lg9950' 'bl9576' 'ww6116' 'gc5540' 'le6070' 'el6452' 'rb4044' 'rf9701'
 'al1945' 'vh6932' 'qt7012' 'aw6820' 'sn9651' 'wp5664' 'dg4930' 'ge1100'
 'ck5767' 'js9832' 'bb5081' 'jr3390' 'cs2939' 'am2033' 'lb9353' 'mm9430'
 'gp1161' 'sw3803' 'as5682' 'at7424' 'nw7519' 'ag4866' 'rf9701' 'ck5767'
 'bp8921' 'kh4216' 'gf3442' 'gp6391' 'fg7839' 'nh1923' 'pm6312' 'dc7719'
 'kb8719' 'cf2053' 'nr5790' 'jc1829' 'gb3398' 'lg9950' 'dw4556' 'bm5638'
 'fm9802' 'ab8028' 'ns6537' 'dd5033' 'lp2171' 'fb6278' 'gw7339' 'cm3960'
 'iv2594' 'ag4677' 'lb9175' 'hu4048' 'gk4966' 'lc6987' 'gp5430' 'cr8311'
 'rb5485' 'bc4712' 'cb5346' 'jh4892' 'pg3091' 'rs8893' 'eh8355' 'gr3336'
 'pk5663' 'eb2909' 'mg6885' 'ag8426' 'js1828' 'od3159' 'dm4770' 'po3021'
 'es2379' 'lk3272' 'gm6772' 'ce9146' 'ch5716' 'vr7075' 'ml1453' 'mg2430'
 'cf7034' 'bo7390' 'rp4416' 'rp4416' 'lk6589' 'bc2353' 'zt7647' 'gj1080'
 'cb1118' 'dn9940' 'ts9871' 'ph6641' 'jp5929' 'nd3756' 'ab5741' 'db2113'
 'ck5767' 'tg8076' 'gl1743']"
"McKinsey Insight: Atlanta, GA","05/06/2022, 9:00AM EDT - 5:00PM EDT",External Event,Virtual,"05/06/2022, 9:00AM EDT","04/01/2022, 11:00AM EDT","05/06/2022, 8:30AM EDT","We will host four regional Insight events across North America.All Insight programs are the same. You will be aligned to a date based off your school and region. We will provide round-trip transportation and one night at a hotel if youâre not local to the event area.Each program will offer:an overview of management consulting and McKinsey todaythe opportunity to connect with our consultants and advanced professional degree (APD) peers who share your backgroundan interactive case workshop activitysocial activities and connections with McKinsey colleagues and fellow participantsLocation details:Chicago, IL: Friday, April 15th - Saturday, April 16thSan Francisco, CA: Friday, April 22nd - Saturday, April 23rdPhiladelphia, PA: Friday, April 29th - Saturday, April 30thAtlanta, GA: Friday, May 6th - Saturday, May 7thTo apply to the Insight event, you must be:a student in a US-based program who resides in the United States at the time of the eventset to receive your PhD, post-doctorate, or MD degree by 2023Graduate programs include:medical students, interns, residents, and fellows who plan to complete their program in 2023;PhDs and post-doctoral students who plan to complete their program in 2023;masterâs students who previously obtained an MD and plan to complete their master's degree in 2023Application details:eligible candidates may apply to both the Diversity Connect and Insight events. If selected, you may only attend one program. You will be asked to specify which program you are most interested in attending in this application.current resume (in PDF format)all applicants will be notified in late March 2022no business experience is required",McKinsey & Company,"['cs4092' 'am2714' 'db6981' 'lm7331' 'tg5136' 'ct1087' 'ds5727' 'hi2049'
 'am8272' 'br1353' 'mp1077' 'em5618' 'bj1369' 'jd8700' 'ta2546' 'gb9990'
 'nm2829' 'da8685' 'ms2636' 'gc5540' 'rh8074' 'ds5727' 'wm9692' 'hi2049'
 'al8834' 'db6981' 'df6463' 'df8875' 'gy5113' 'rh5818' 'av8603' 'mh2321'
 'kj6311' 'dk4857' 'as7799' 'dw2733' 'gs2722' 'ta9460' 'jd8700' 'dk4415'
 'hk7656' 'bh6361' 'as8601' 'pd8482' 'mh8543' 'fd8837' 've8236' 'hu4048'
 'dm3113' 'hh1952' 'am9625' 'pb5265' 'mt3738' 'gh2002' 'cm7769' 'td2838'
 'lc9120' 'gs4361' 'ad5003' 'ds9555' 'ur7057' 'tf1475' 'gn6268' 'ap3447'
 'bt4180' 'aq2975' 'ch5333' 'gw6389' 'as7328' 'hb5891' 'bs3141']"
Negotiation and Conflict Resolution Group Coaching Session,"05/04/2022, 1:00PM EDT - 2:00PM EDT",Professional Development Workshop & Program,Virtual,"05/04/2022, 1:00PM EDT","03/31/2022, 10:15AM EDT","05/03/2022, 12:00AM EDT","Join Assistant Director and NECR Career Coach, Sabrina IariaÂ for the first NECR Group Coaching Session! What are some best practices that you can share with your peers when it comes to professional branding and marketing transferable skills? Come to this session to share amongst your peers, who are also your network!The topics of discussion will be:Identifying transferable skillsApplying NECR program-specific skills to your job searchPersonal brandingIf you're interested in joining the waitlist for this event, please email si2412@columbia.edu.",,"['cp2112' 'ke8452' 'mr9089' 'lp8018' 'vk8598' 'be8840' 'lk9334' 'es1727'
 'af2937' 'si3825' 'jm3633' 'mg7827' 'gp6391' 'tw3942' 'ts4396' 'kd9205'
 'bh3503' 'lc3408' 'mo4451' 'hf4514' 'ah7718' 'mm8449' 'gb9448' 'wb4981'
 'cm3960' 'cb5675' 'gn6268' 'vd7931' 'pg9166' 'rc5362' 'to9401' 'ds9935'
 'bh3005' 'sr6318' 'er8171' 'dl4841' 'bs8708' 'fb9529' 'vd7931' 'ld9538'
 'mm9845' 'ca2504' 'hc3237' 'he2771' 'dg5235' 'rh5818' 'ra8289' 'if4314'
 'gb9669' 'pb3504' 'gd5734' 'cm7769' 'dj5391' 'gk4966' 'cm3550' 'cw7157'
 'dg1539' 'mt2524' 'pb3354' 'om9270' 'am6110' 'ly5500' 'tl5793' 'rc5362'
 'lc8794' 'ss1349' 'cm7214' 'kl8101' 'ws8795' 'lp2171' 'gc4626' 'mw9706'
 'od3159' 'gg4115' 'ca3689' 'rh2789' 'bj3248' 'hi2049' 'hc3237' 'as6854'
 'fd8837' 'bw7350' 'gd2987' 'ck5767' 'ed9006' 'hd5886' 'tc1032' 'cd3551'
 'cg9050' 'js9100' 'ml2233' 'tp3038' 'se4489' 'af2937' 'ab7734' 'ap1548'
 'xw1668' 'aw8991' 'aw8991' 'cm3550' 'kg3382' 'cm3550' 'rc5889' 'mt4757'
 'vp8113' 'cr9043' 'nd8806' 'vm4184' 'gw6389' 'jm4007' 'mm7242' 'tl8781'
 'br1353' 'kh6218' 'eh8783' 'mk8948' 'fd5383' 'ld9538' 'gz6629' 'ch8804'
 'ap1412' 'kf4649' 'km8550' 'jm5268' 'gc5540' 'gc3217' 'pg3684' 'at7424'
 'ms8283' 'am4375' 'nd9804']"
"McKinsey Sector Spotlight â Social Sector, Healthcare, & Public Sector Entities (SHaPE)","05/03/2022, 6:00PM EDT - 7:00PM EDT",External Event,Virtual,"05/03/2022, 6:00PM EDT","04/01/2022, 11:00AM EDT","05/03/2022, 11:15AM EDT","Event descriptionThis session is open to Advanced Professional Degree students who are interested in learning more about SHaPE at McKinsey.Â Â The Social sector, Healthcare and Public sector Entities (SHaPE), ""the lives & livelihoods Practice"" serves government entities, social sector institutions, private and statutory health insurers, hospitals, large physician groups, employers, and national health systems, on topics that will provide opportunities for our clients to achieve substantial, lasting improvement in their performance.Â  We seek to improve the lives of citizens around the world, and deliver meaningful and sustained change.",McKinsey & Company,"['as5510' 'ls2169' 'ei9254' 'ai2657' 'cd7662' 'rb5061' 'te6644' 'bb6137'
 'gc9391' 'tg3809' 'mr1132' 'ef3540' 'dn9940' 'dk6521' 'sk4986' 'tp8436'
 'mc3125' 'wc5369' 'mc2167' 'hm8492' 'jd4296' 'es2810' 'jc6043' 'gc3217'
 'hc1285' 'jp3970' 'jd3659' 'nk8522' 'gm6493' 'gg3797' 'jw1927' 'al8834'
 'lc8728' 'ag1400' 'vs2866' 'nd3756' 'kh4216' 'sd2361' 'sl4152' 'pe1121'
 'jd2263' 'ks9217' 'rf8504' 'gs1094' 'ms9839' 'cm3960' 'js6273' 'gj8123'
 'ht1897' 'he2771' 'rb8248']"
GLAM at McKinsey: Our Stories,"05/03/2022, 4:00PM EDT - 5:00PM EDT",External Event,Virtual,"05/03/2022, 4:00PM EDT","04/01/2022, 11:00AM EDT","05/03/2022, 12:00PM EDT","Event descriptionWe're excited to offer a series of virtual events for you to engage with incredibleÂ LGBTQ+Â consultants over the course of the next several months.Â Â Founded in 1995, GLAM is a professional network and supportive community for LGBTQ+ colleagues in all regions and roles across the Firm. GLAM works to make McKinsey a place that attracts, supports, respects, and retains talented LGBTQ+ professionals and helps them to develop and contribute to their full potential.What to expectGet to know a diverse cross-section ofÂ  McKinsey's GLAM community and learn more about what brought them to McKinsey, and what drives and motivates them in and out of work.",McKinsey & Company,"['gs1094' 'rh8265' 'nw7519' 'al8834' 'ls2403' 'eb8926' 'fc1329' 'ks4901'
 'ja4200' 'am6110' 'dg1539' 'ro1106' 'el5021' 'ab8233' 'rh5818' 'hg3770'
 'ks2885' 'cw4494' 'db7191' 'rb5703']"
Virtual Event: Returned Peace Corps Volunteers Make the BEST Diplomats,"05/03/2022, 4:00PM EDT - 5:30PM EDT",Employer Information Session,Virtual,"05/03/2022, 4:00PM EDT",,,"Returned Peace Corps Volunteers Make the BEST Diplomats:Â Â Join us for an Information Session on Tuesday, May 3, starting at 4:00 p.m. EDT.Â Â Zoom link to follow.Â  The run-of show will be as follows:30 minutes:Â  Panel discussion with RPCVs describing their experience at the U.S. Department of State (Foreign Service, Civil Service, and Consular Fellows Program panelists)15 minutes:Â  On the process of applying for FS, CS, CFP (focusing on the Non-Competitive Eligibility for Civil Service opportunities)5 minutes:Â  On Fellowship opportunitiesÂ 20-40 minutes: Break out room accessÂ on specific topics, also allowing for rotating small group chats.Â  TheseÂ rooms are expected to include:Foreign ServiceÂ Specialists (STEM careers - with relevant bureau recruiters)Foreign Service Officer (Generalist)Foreign ServiceÂ Specialists (Administrative)Fellowships and ScholarshipsConsular Fellows ProgramCivil ServiceÂ Click here to register!",Peace Corps,"['pp9107' 'mh3189' 'bo7390' 'gm6959' 'ae7182' 'jw1927' 'vh2782' 'el6452'
 'gj8123' 'wp5664' 'ds7162' 'bs7868' 'dm4770' 'rc6571' 'ta2546' 'jh4892'
 'js2989' 'mt4955' 'ns6537' 'td3127' 'td7910' 'ad5003' 'wp8855' 'gb2395'
 'bb5953' 'ls7937' 'gl1743' 'cb7345' 'wd9985' 'rt5748' 'ag5106' 'cd4161'
 'gc9116' 'wc5369' 'cg9050' 'ab8233' 'jb7378' 'dv9880' 'nw7519' 'kb9300'
 'fs8890' 'mt4757' 'ls3242' 'jw6434' 'km5484' 'am4999' 'am8493' 'ec6149'
 'ad4252' 'gb6860' 'wm9692' 'kb1676' 'ms2636' 'pl1300' 'lg4395' 'gr2632'
 'pc9978' 'rt5639' 'cr4093' 'jy8726' 'gb8819' 'jd7256' 'gd5734' 'ls2169'
 'gb2395' 'ca8200' 'gb4123' 'tm1718' 'pk5663' 'ej9242' 'bb6061' 'mp8235'
 'mn6859' 'co5241' 'hg3770' 'ol1649' 'ea4743' 'wm8243' 'ab6895' 'lf4312'
 'gc4626' 'tm5521' 'gc9826' 'at7636' 'sp9153' 'im5997' 'lg1154' 'bc2353'
 'aw6309' 'jq7226' 'wm9692' 'cf3847' 'tr1422' 'aw7552' 'ec6169' 'ub7676'
 'ly5500' 'mt4757' 'bw9557' 'bi6212' 'ck5767' 'bl9576' 'dd5033' 'cl2862'
 'sg7722' 'ur7057' 'ls2770' 'lh2710' 'da9759' 'tc7475' 'em1580' 'cl4062'
 'gw7339' 'jm3528' 'vl3100' 'pv1617' 'cr4093' 'lm1698' 'cr9043' 'es3931'
 'ea4743' 'tk8377' 'lh2710' 'ts4396' 'kb7087' 'wp2801' 'jw9666' 'dg4930'
 'ne8282' 'kl8101' 'ld9461' 'cb2689' 'sh8103' 'as8601' 'pb3504' 'sd2361'
 'mt4757' 'vr7075' 'gl1533' 'hf4514' 'js9100' 'tc7475' 'hi2049' 'lf8323'
 'wg2330' 'wm9692' 'ah8215' 'cg9010' 'dg5235' 'ks9198' 'ai2657' 'ms9839'
 'el5169' 'jb8379' 'ss2421' 'ft9400' 've8236' 'am3279' 'tl1333' 'kf8610'
 'go2676' 'aw7552' 'lc9120' 'er8171' 'jy8726' 'ed9006' 'gd2987' 'ee4189'
 'ac7306' 'ak9658' 'js1828' 'md1350' 'am4375' 'am2199' 'vh6932' 'ds8894'
 'by5205' 'ep3653' 'nl6507' 'as6736' 'ms2636' 'hm8492' 'rh5818']"
Returned Peace Corps Volunteers Make the BEST Diplomats,"05/03/2022, 4:00PM EDT - 5:30PM EDT",External Event,Virtual,"05/03/2022, 4:00PM EDT",,,"Returned Peace Corps Volunteers Make the BEST Diplomats:Â Â Join us for an Information Session on Tuesday, May 3, starting at 4:00 p.m. EDT.Â Â Zoom link to follow.Â  The run-of show will be as follows:30 minutes:Â  Panel discussion with RPCVs describing their experience at the U.S. Department of State (Foreign Service, Civil Service, and Consular Fellows Program panelists)15 minutes:Â  On the process of applying for FS, CS, CFP (focusing on the Non-Competitive Eligibility for Civil Service opportunities)5 minutes:Â  On Fellowship opportunitiesÂ 20-40 minutes: Break out room accessÂ on specific topics, also allowing for rotating small group chats.Â  TheseÂ rooms are expected to include:Foreign Service Officer (Generalist)Foreign ServiceÂ Specialists (STEM careers - with relevant bureau recruiters)Foreign ServiceÂ Specialists (Administrative)Fellowships and ScholarshipsConsular Fellows ProgramCivil ServiceClick this link to register for the event:Â https://doscareers.recsolu.com/app/collect/event/uVJiQ7ZMnEinZFHn3s7XCwÂ ",U.S. Department of State,"['aw4977' 'he5574' 'pv1617' 'gg9705' 'im9432' 'og2535' 'av7303' 'fb6278'
 'wp1130' 'bd4421' 'ac5011' 'ns6537' 'om9270' 'al8121' 'pn1138' 'fw2245'
 'pg7683' 'tb7316' 'rn3959' 'yb1853' 'fb6278' 'mk5978' 'am8493' 'hm8492'
 'ef2973' 'rj6033' 'vc1713' 'mm7242' 'sr5164' 'dc4254' 'ad2419' 'ac3288'
 'jd8700' 'rh2789' 'kb8719' 'lc3408' 'as7799' 'mk5958' 'gd5734' 'we1101'
 'cg8799' 'tw3942' 'sm1218' 'mm7242' 'hk7656' 'el1970' 'jc6043' 'jd3659'
 'nr5790' 'jk7067' 'lh2710' 'kr5035' 'sh8103' 'as7328' 'lk9334' 'tm7389'
 'bm5638' 'cw9406' 'dd4523' 'hg3770' 'at7636' 'tk2172' 'av3800']"
